instruction,intent,category,tags,response
Show my mobile payment history.,check_mobile_payments,PAYMENT,"payment,check_mobile_payments",We can help you with check mobile payments. Please follow the instructions in the app or contact support.
Can I schedule my bill payment?,schedule_payments,PAYMENT,"payment,schedule_payments",We can help you with schedule payments. Please follow the instructions in the app or contact support.
Show my mobile payment history.,check_mobile_payments,PAYMENT,"payment,check_mobile_payments",We can help you with check mobile payments. Please follow the instructions in the app or contact support.
I want to report a problem.,report_problem,COMPLAINTS,"complaints,report_problem",We can help you with report problem. Please follow the instructions in the app or contact support.
I want compensation for service issues.,get_compensation,COMPLAINTS,"complaints,get_compensation",We can help you with get compensation. Please follow the instructions in the app or contact support.
Show my mobile payment history.,check_mobile_payments,PAYMENT,"payment,check_mobile_payments",We can help you with check mobile payments. Please follow the instructions in the app or contact support.
How much data have I used?,check_usage,CONSUMPTION,"consumption,check_usage",We can help you with check usage. Please follow the instructions in the app or contact support.
Deactivate call management services.,deactivate_call_management_services,SERVICES,"services,deactivate_call_management_services",We can help you with deactivate call management services. Please follow the instructions in the app or contact support.
Network signal is poor in my area.,report_poor_signal_coverage,COMPLAINTS,"complaints,report_poor_signal_coverage",We can help you with report poor signal coverage. Please follow the instructions in the app or contact support.
Change my subscription plan.,change_plan,SUBSCRIPTION,"subscription,change_plan",We can help you with change plan. Please follow the instructions in the app or contact support.
Network signal is poor in my area.,report_poor_signal_coverage,COMPLAINTS,"complaints,report_poor_signal_coverage",We can help you with report poor signal coverage. Please follow the instructions in the app or contact support.
I want compensation for service issues.,get_compensation,COMPLAINTS,"complaints,get_compensation",We can help you with get compensation. Please follow the instructions in the app or contact support.
Install internet at my home.,install_internet,SERVICES,"services,install_internet",We can help you with install internet. Please follow the instructions in the app or contact support.
Set a limit on my data usage.,set_usage_limits,CONSUMPTION,"consumption,set_usage_limits",We can help you with set usage limits. Please follow the instructions in the app or contact support.
Activate call management services.,activate_call_management_services,SERVICES,"services,activate_call_management_services",We can help you with activate call management services. Please follow the instructions in the app or contact support.
Set a limit on my data usage.,set_usage_limits,CONSUMPTION,"consumption,set_usage_limits",We can help you with set usage limits. Please follow the instructions in the app or contact support.
Change my subscription plan.,change_plan,SUBSCRIPTION,"subscription,change_plan",We can help you with change plan. Please follow the instructions in the app or contact support.
I want compensation for service issues.,get_compensation,COMPLAINTS,"complaints,get_compensation",We can help you with get compensation. Please follow the instructions in the app or contact support.
I want to speak to a human agent.,human_agent,CONTACT,"contact,human_agent",We can help you with human agent. Please follow the instructions in the app or contact support.
